Program Version:,EnergyPlus, Version 8.3.0-6d97d074ea, YMD=2017.09.20 23:03
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,WHOLEYEAR ** Pittsburgh Allegheny Co Ap PA USA TMY3 WMO#=725205

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      2160.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,48862.37,79.89,89.49
,Net Site Energy,48862.37,79.89,89.49
,Total Source Energy,174392.40,285.13,319.41
,Net Source Energy,174392.40,285.13,319.41


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,611.63
,Net Conditioned Building Area,545.99
,Unconditioned Building Area,65.64


End Uses

,,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,44014.83,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,206.71,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2917.17,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,1723.66,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,4847.54,0.00,0.00,0.00,44014.83,0.00
Note: District heat appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,STAIRNCOM_WALL_13_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - MMCHROOF - SURFACE 1 (33) | IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - IWCONNECTION - SURFACE 6 (64) | ROOFS1_ROOF_3_0_0 | ROOFS1_ROOF_4_0_0 | ROOFS2_ROOF_3_0_0 | ROOFS2_ROOF_4_0_0 | ROOFS3_ROOF_3_0_0 | ROOFS3_ROOF_4_0_0 | ROOFS0_ROOF_3_0_0 | ROOFS0_ROOF_4_0_0 | ROOFS4_ROOF_3_0_0 | OFF-YUJIE_WALL_2_0_0 | OFF-YUJIE_WALL_MULL_TOPMID | OFF-YUJIE_WALL_3_0_0 | OFF-YUJIE_WALL_4_0_0 | OFF-YUJIE_WALL_MULL_TOPNOR | OFF-YUJIE_WALL_MULL_NOR | OFF-YUJIE_WALL_8_0_0 | OFF-YUJIE_WALL_MULL_TOPSOU | OFF-YUJIE_WALL_MULL_SOU | OFF-YUJIE_WALL_9_0_0 | OFF-BAPP_WALL_2_0_0 | OFF-BAPP_WALL_MULL_TOPMID | OFF-BAPP_WALL_3_0_0 | OFF-BAPP_WALL_4_0_0 | OFF-BAPP_WALL_MULL_TOPNOR | OFF-BAPP_WALL_MULL_NOR | OFF-BAPP_WALL_8_0_0 | OFF-BAPP_WALL_MULL_TOPSOU | OFF-BAPP_WALL_MULL_SOU | OFF-BAPP_WALL_9_0_0 | OFF-WEILI_WALL_2_0_0 | OFF-WEILI_WALL_MULL_TOPMID | OFF-WEILI_WALL_3_0_0 | OFF-WEILI_WALL_4_0_0 | OFF-WEILI_WALL_MULL_TOPNOR | OFF-WEILI_WALL_MULL_NOR | OFF-WEILI_WALL_8_0_0 | OFF-WEILI_WALL_MULL_TOPSOU | OFF-WEILI_WALL_MULL_SOU | OFF-WEILI_WALL_9_0_0 | OFF-ZHIANG_WALL_2_0_0 | OFF-ZHIANG_WALL_MULL_TOPMID | OFF-ZHIANG_WALL_3_0_0 | OFF-ZHIANG_WALL_4_0_0 | OFF-ZHIANG_WALL_MULL_TOPNOR | OFF-ZHIANG_WALL_MULL_NOR | OFF-ZHIANG_WALL_8_0_0 | OFF-ZHIANG_WALL_MULL_TOPSOU | OFF-ZHIANG_WALL_MULL_SOU | OFF-ZHIANG_WALL_9_0_0 | OFF-NINA_WALL_2_0_0 | OFF-NINA_WALL_MULL_TOPMID | OFF-NINA_WALL_3_0_0 | OFF-NINA_WALL_4_0_0 | OFF-NINA_WALL_MULL_TOPNOR | OFF-NINA_WALL_MULL_NOR | OFF-NINA_WALL_12_0_0 | OFF-NINA_WALL_MULL_TOPSOU | OFF-NINA_WALL_MULL_SOU | OFF-NINA_WALL_13_0_0 |
,STAIRNCOM_WALL_MULL_TOPMIDEAS,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - IWCONNECTION - SURFACE 6 (64) | ROOFS1_ROOF_3_0_0 | ROOFS1_ROOF_4_0_0 | ROOFS2_ROOF_3_0_0 | ROOFS2_ROOF_4_0_0 | ROOFS3_ROOF_3_0_0 | ROOFS3_ROOF_4_0_0 | ROOFS0_ROOF_3_0_0 | ROOFS0_ROOF_4_0_0 | ROOFS4_ROOF_3_0_0 | OFF-YUJIE_WALL_MULL_TOPMID | OFF-YUJIE_WALL_3_0_0 | OFF-YUJIE_WALL_MULL_TOPNOR | OFF-YUJIE_WALL_MULL_NOR | OFF-YUJIE_WALL_MULL_TOPSOU | OFF-YUJIE_WALL_MULL_SOU | OFF-YUJIE_WALL_9_0_0 | OFF-BAPP_WALL_MULL_TOPMID | OFF-BAPP_WALL_3_0_0 | OFF-BAPP_WALL_MULL_TOPNOR | OFF-BAPP_WALL_MULL_NOR | OFF-BAPP_WALL_MULL_TOPSOU | OFF-BAPP_WALL_MULL_SOU | OFF-BAPP_WALL_9_0_0 | OFF-WEILI_WALL_MULL_TOPMID | OFF-WEILI_WALL_3_0_0 | OFF-WEILI_WALL_MULL_TOPNOR | OFF-WEILI_WALL_MULL_NOR | OFF-WEILI_WALL_MULL_TOPSOU | OFF-WEILI_WALL_MULL_SOU | OFF-WEILI_WALL_9_0_0 | OFF-ZHIANG_WALL_MULL_TOPMID | OFF-ZHIANG_WALL_3_0_0 | OFF-ZHIANG_WALL_MULL_TOPNOR | OFF-ZHIANG_WALL_MULL_NOR | OFF-ZHIANG_WALL_MULL_TOPSOU | OFF-ZHIANG_WALL_MULL_SOU | OFF-ZHIANG_WALL_9_0_0 | OFF-NINA_WALL_MULL_TOPMID | OFF-NINA_WALL_3_0_0 | OFF-NINA_WALL_MULL_TOPNOR | OFF-NINA_WALL_MULL_NOR | OFF-NINA_WALL_MULL_TOPSOU | OFF-NINA_WALL_MULL_SOU | OFF-NINA_WALL_13_0_0 |
,STAIRNCOM_WALL_14_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - MMCHROOF - SURFACE 1 (33) | IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - IWCONNECTION - SURFACE 6 (64) | ROOFS1_ROOF_3_0_0 | ROOFS1_ROOF_4_0_0 | ROOFS2_ROOF_3_0_0 | ROOFS2_ROOF_4_0_0 | ROOFS3_ROOF_3_0_0 | ROOFS3_ROOF_4_0_0 | ROOFS0_ROOF_3_0_0 | ROOFS0_ROOF_4_0_0 | ROOFS4_ROOF_3_0_0 | OFF-YUJIE_WALL_2_0_0 | OFF-YUJIE_WALL_MULL_TOPMID | OFF-YUJIE_WALL_3_0_0 | OFF-YUJIE_WALL_4_0_0 | OFF-YUJIE_WALL_MULL_TOPNOR | OFF-YUJIE_WALL_MULL_NOR | OFF-YUJIE_WALL_8_0_0 | OFF-YUJIE_WALL_MULL_TOPSOU | OFF-YUJIE_WALL_MULL_SOU | OFF-YUJIE_WALL_9_0_0 | OFF-BAPP_WALL_2_0_0 | OFF-BAPP_WALL_MULL_TOPMID | OFF-BAPP_WALL_3_0_0 | OFF-BAPP_WALL_4_0_0 | OFF-BAPP_WALL_MULL_TOPNOR | OFF-BAPP_WALL_MULL_NOR | OFF-BAPP_WALL_8_0_0 | OFF-BAPP_WALL_MULL_TOPSOU | OFF-BAPP_WALL_MULL_SOU | OFF-BAPP_WALL_9_0_0 | OFF-WEILI_WALL_2_0_0 | OFF-WEILI_WALL_MULL_TOPMID | OFF-WEILI_WALL_3_0_0 | OFF-WEILI_WALL_4_0_0 | OFF-WEILI_WALL_MULL_TOPNOR | OFF-WEILI_WALL_MULL_NOR | OFF-WEILI_WALL_8_0_0 | OFF-WEILI_WALL_MULL_TOPSOU | OFF-WEILI_WALL_MULL_SOU | OFF-WEILI_WALL_9_0_0 | OFF-ZHIANG_WALL_2_0_0 | OFF-ZHIANG_WALL_MULL_TOPMID | OFF-ZHIANG_WALL_3_0_0 | OFF-ZHIANG_WALL_4_0_0 | OFF-ZHIANG_WALL_MULL_TOPNOR | OFF-ZHIANG_WALL_MULL_NOR | OFF-ZHIANG_WALL_8_0_0 | OFF-ZHIANG_WALL_MULL_TOPSOU | OFF-ZHIANG_WALL_MULL_SOU | OFF-ZHIANG_WALL_9_0_0 | OFF-NINA_WALL_2_0_0 | OFF-NINA_WALL_MULL_TOPMID | OFF-NINA_WALL_3_0_0 | OFF-NINA_WALL_4_0_0 | OFF-NINA_WALL_MULL_TOPNOR | OFF-NINA_WALL_MULL_NOR | OFF-NINA_WALL_12_0_0 | OFF-NINA_WALL_MULL_TOPSOU | OFF-NINA_WALL_MULL_SOU | OFF-NINA_WALL_13_0_0 |
,STAIRNCOM_WALL_15_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - MMCHROOF - SURFACE 1 (33) | IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - IWCONNECTION - SURFACE 6 (64) | ROOFS1_ROOF_3_0_0 | ROOFS1_ROOF_4_0_0 | ROOFS2_ROOF_3_0_0 | ROOFS2_ROOF_4_0_0 | ROOFS3_ROOF_3_0_0 | ROOFS3_ROOF_4_0_0 | ROOFS0_ROOF_3_0_0 | ROOFS0_ROOF_4_0_0 | ROOFS4_ROOF_3_0_0 | OFF-YUJIE_WALL_2_0_0 | OFF-YUJIE_WALL_MULL_TOPMID | OFF-YUJIE_WALL_3_0_0 | OFF-YUJIE_WALL_4_0_0 | OFF-YUJIE_WALL_MULL_TOPNOR | OFF-YUJIE_WALL_MULL_NOR | OFF-YUJIE_WALL_8_0_0 | OFF-YUJIE_WALL_MULL_TOPSOU | OFF-YUJIE_WALL_MULL_SOU | OFF-YUJIE_WALL_9_0_0 | OFF-BAPP_WALL_2_0_0 | OFF-BAPP_WALL_MULL_TOPMID | OFF-BAPP_WALL_3_0_0 | OFF-BAPP_WALL_4_0_0 | OFF-BAPP_WALL_MULL_TOPNOR | OFF-BAPP_WALL_MULL_NOR | OFF-BAPP_WALL_8_0_0 | OFF-BAPP_WALL_MULL_TOPSOU | OFF-BAPP_WALL_MULL_SOU | OFF-BAPP_WALL_9_0_0 | OFF-WEILI_WALL_2_0_0 | OFF-WEILI_WALL_MULL_TOPMID | OFF-WEILI_WALL_3_0_0 | OFF-WEILI_WALL_4_0_0 | OFF-WEILI_WALL_MULL_TOPNOR | OFF-WEILI_WALL_MULL_NOR | OFF-WEILI_WALL_8_0_0 | OFF-WEILI_WALL_MULL_TOPSOU | OFF-WEILI_WALL_MULL_SOU | OFF-WEILI_WALL_9_0_0 | OFF-ZHIANG_WALL_2_0_0 | OFF-ZHIANG_WALL_MULL_TOPMID | OFF-ZHIANG_WALL_3_0_0 | OFF-ZHIANG_WALL_4_0_0 | OFF-ZHIANG_WALL_MULL_TOPNOR | OFF-ZHIANG_WALL_MULL_NOR | OFF-ZHIANG_WALL_8_0_0 | OFF-ZHIANG_WALL_MULL_TOPSOU | OFF-ZHIANG_WALL_MULL_SOU | OFF-ZHIANG_WALL_9_0_0 | OFF-NINA_WALL_2_0_0 | OFF-NINA_WALL_MULL_TOPMID | OFF-NINA_WALL_3_0_0 | OFF-NINA_WALL_4_0_0 | OFF-NINA_WALL_MULL_TOPNOR | OFF-NINA_WALL_MULL_NOR | OFF-NINA_WALL_12_0_0 | OFF-NINA_WALL_MULL_TOPSOU | OFF-NINA_WALL_MULL_SOU | OFF-NINA_WALL_13_0_0 |
,STAIRNCOM_WALL_MULL_TOPEAS,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - IWCONNECTION - SURFACE 6 (64) | ROOFS1_ROOF_3_0_0 | ROOFS1_ROOF_4_0_0 | ROOFS2_ROOF_3_0_0 | ROOFS2_ROOF_4_0_0 | ROOFS3_ROOF_3_0_0 | ROOFS3_ROOF_4_0_0 | ROOFS0_ROOF_3_0_0 | ROOFS0_ROOF_4_0_0 | ROOFS4_ROOF_3_0_0 | OFF-YUJIE_WALL_MULL_TOPMID | OFF-YUJIE_WALL_3_0_0 | OFF-YUJIE_WALL_MULL_TOPNOR | OFF-YUJIE_WALL_MULL_NOR | OFF-YUJIE_WALL_MULL_TOPSOU | OFF-YUJIE_WALL_MULL_SOU | OFF-YUJIE_WALL_9_0_0 | OFF-BAPP_WALL_MULL_TOPMID | OFF-BAPP_WALL_3_0_0 | OFF-BAPP_WALL_MULL_TOPNOR | OFF-BAPP_WALL_MULL_NOR | OFF-BAPP_WALL_MULL_TOPSOU | OFF-BAPP_WALL_MULL_SOU | OFF-BAPP_WALL_9_0_0 | OFF-WEILI_WALL_MULL_TOPMID | OFF-WEILI_WALL_3_0_0 | OFF-WEILI_WALL_MULL_TOPNOR | OFF-WEILI_WALL_MULL_NOR | OFF-WEILI_WALL_MULL_TOPSOU | OFF-WEILI_WALL_MULL_SOU | OFF-WEILI_WALL_9_0_0 | OFF-ZHIANG_WALL_MULL_TOPMID | OFF-ZHIANG_WALL_3_0_0 | OFF-ZHIANG_WALL_MULL_TOPNOR | OFF-ZHIANG_WALL_MULL_NOR | OFF-ZHIANG_WALL_MULL_TOPSOU | OFF-ZHIANG_WALL_MULL_SOU | OFF-ZHIANG_WALL_9_0_0 | OFF-NINA_WALL_MULL_TOPMID | OFF-NINA_WALL_3_0_0 | OFF-NINA_WALL_MULL_TOPNOR | OFF-NINA_WALL_MULL_NOR | OFF-NINA_WALL_MULL_TOPSOU | OFF-NINA_WALL_MULL_SOU | OFF-NINA_WALL_13_0_0 |
,STAIRNCOM_WALL_MULL_EAS,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | IW - WESTSHADING0 - SURFACE 1 (4) | IW - MMCHROOF - SURFACE 1 (33) | IW - MMCHROOF - SURFACE 2 (34) | Mir-IW - MMCHROOF - SURFACE 4 (36) | IW - MMCHROOF - SURFACE 5 (37) | Mir-IW - MMCHROOF - SURFACE 6 (38) | IW - MMCHROOF - SURFACE 7 (39) | Mir-IW - MMCHROOF - SURFACE 8 (40) | Mir-IW - IWCONNECTION - SURFACE 2 (60) | IW - IWCONNECTION - SURFACE 3 (61) | Mir-IW - IWCONNECTION - SURFACE 4 (62) | Mir-IW - IWCONNECTION - SURFACE 5 (63) | IW - IWCONNECTION - SURFACE 6 (64) | ROOFS1_ROOF_3_0_0 | ROOFS1_ROOF_4_0_0 | ROOFS2_ROOF_3_0_0 | ROOFS2_ROOF_4_0_0 | ROOFS3_ROOF_3_0_0 | ROOFS3_ROOF_4_0_0 | ROOFS0_ROOF_3_0_0 | ROOFS0_ROOF_4_0_0 | ROOFS4_ROOF_3_0_0 | OFF-YUJIE_WALL_2_0_0 | OFF-YUJIE_WALL_MULL_TOPMID | OFF-YUJIE_WALL_3_0_0 | OFF-YUJIE_WALL_4_0_0 | OFF-YUJIE_WALL_MULL_TOPNOR | OFF-YUJIE_WALL_MULL_NOR | OFF-YUJIE_WALL_8_0_0 | OFF-YUJIE_WALL_MULL_TOPSOU | OFF-YUJIE_WALL_MULL_SOU | OFF-YUJIE_WALL_9_0_0 | OFF-BAPP_WALL_2_0_0 | OFF-BAPP_WALL_MULL_TOPMID | OFF-BAPP_WALL_3_0_0 | OFF-BAPP_WALL_4_0_0 | OFF-BAPP_WALL_MULL_TOPNOR | OFF-BAPP_WALL_MULL_NOR | OFF-BAPP_WALL_8_0_0 | OFF-BAPP_WALL_MULL_TOPSOU | OFF-BAPP_WALL_MULL_SOU | OFF-BAPP_WALL_9_0_0 | OFF-WEILI_WALL_2_0_0 | OFF-WEILI_WALL_MULL_TOPMID | OFF-WEILI_WALL_3_0_0 | OFF-WEILI_WALL_4_0_0 | OFF-WEILI_WALL_MULL_TOPNOR | OFF-WEILI_WALL_MULL_NOR | OFF-WEILI_WALL_8_0_0 | OFF-WEILI_WALL_MULL_TOPSOU | OFF-WEILI_WALL_MULL_SOU | OFF-WEILI_WALL_9_0_0 | OFF-ZHIANG_WALL_2_0_0 | OFF-ZHIANG_WALL_MULL_TOPMID | OFF-ZHIANG_WALL_3_0_0 | OFF-ZHIANG_WALL_4_0_0 | OFF-ZHIANG_WALL_MULL_TOPNOR | OFF-ZHIANG_WALL_MULL_NOR | OFF-ZHIANG_WALL_8_0_0 | OFF-ZHIANG_WALL_MULL_TOPSOU | OFF-ZHIANG_WALL_MULL_SOU | OFF-ZHIANG_WALL_9_0_0 | OFF-NINA_WALL_2_0_0 | OFF-NINA_WALL_MULL_TOPMID | OFF-NINA_WALL_3_0_0 | OFF-NINA_WALL_4_0_0 | OFF-NINA_WALL_MULL_TOPNOR | OFF-NINA_WALL_MULL_NOR | OFF-NINA_WALL_12_0_0 | OFF-NINA_WALL_MULL_TOPSOU | OFF-NINA_WALL_MULL_SOU | OFF-NINA_WALL_13_0_0 |
,STAIRNCOM_WALL_16_0_0,IW - EASTSHADING1 - SURFACE 1 (1) |
,STAIRNCOM_WALL_MULL_TOPSOU,IW - EASTSHADING1 - SURFACE 1 (1) |
,STAIRNCOM_WALL_MULL_SOU,IW - EASTSHADING1 - SURFACE 1 (1) |
,STAIRNCOM_WALL_17_0_0,IW - EASTSHADING1 - SURFACE 1 (1) |
,OFF-YUJIE_WALL_2_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
,OFF-YUJIE_WALL_MULL_TOPMID,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
,OFF-YUJIE_WALL_3_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
,OFF-YUJIE_WALL_4_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
,OFF-YUJIE_WALL_MULL_TOPNOR,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
,OFF-YUJIE_WALL_MULL_NOR,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
,OFF-YUJIE_WALL_8_0_0,IW - EASTSHADING1 - SURFACE 1 (1) | IW - EASTSHADING0 - SURFACE 1 (2) | IW - SOUTHSHADING0 - SURFACE 1 (3) | ROOFN0_ROOF_2_0_0 | ROOFN3_ROOF_2_0_0 | ROOFN1_ROOF_2_0_0 | ROOFN2_ROOF_2_0_0 | STAIRNCOM_WALL_9_0_0 | STAIRNCOM_WALL_MULL_TOPWES | STAIRNCOM_WALL_MULL_WES | STAIRNCOM_WALL_10_0_0 | STAIRNCOM_WALL_11_0_0 | STAIRNCOM_WALL_MULL_TOPMIDWES | STAIRNCOM_WALL_12_0_0 | STAIRNCOM_WALL_13_0_0 | STAIRNCOM_WALL_MULL_TOPMIDEAS | STAIRNCOM_WALL_14_0_0 | STAIRNCOM_WALL_15_0_0 | STAIRNCOM_WALL_MULL_TOPEAS | STAIRNCOM_WALL_MULL_EAS |
